timestamps,open,high,low,close,volume,amount
2025-08-25 21:00:00,0.20701,0.2088,0.20571,0.20738,578433084.0,119998332.11805
2025-08-25 22:00:00,0.20738,0.20987,0.20694,0.20897,309802372.0,64599920.27061
2025-08-25 23:00:00,0.20898,0.21013,0.20824,0.20953,225749086.0,47211763.7525
2025-08-26 00:00:00,0.20953,0.21032,0.20699,0.20814,459096403.0,95896350.53934
2025-08-26 01:00:00,0.20814,0.21099,0.20743,0.21095,254621986.0,53375412.77447
2025-08-26 02:00:00,0.21096,0.21193,0.2093,0.20997,242241058.0,51023071.02758
2025-08-26 03:00:00,0.20998,0.21015,0.20854,0.20969,143436855.0,30057566.26451
2025-08-26 04:00:00,0.2097,0.21184,0.20964,0.21161,166451930.0,35142328.11362
2025-08-26 05:00:00,0.21162,0.21213,0.21074,0.21081,151296967.0,32021341.50212
2025-08-26 06:00:00,0.21081,0.21149,0.20919,0.20974,208476960.0,43829624.15652
2025-08-26 07:00:00,0.20973,0.2126,0.209,0.21114,278397645.0,58711697.13325
2025-08-26 08:00:00,0.21113,0.21175,0.21005,0.21047,144741235.0,30499734.50258
2025-08-26 09:00:00,0.21047,0.21132,0.21,0.2106,104262031.0,21960949.56572
2025-08-26 10:00:00,0.21061,0.212,0.21038,0.21123,134125456.0,28329826.69466
2025-08-26 11:00:00,0.21124,0.21163,0.20931,0.21042,173617727.0,36514582.19654
2025-08-26 12:00:00,0.21043,0.21495,0.20915,0.21323,668016803.0,142054984.62084
2025-08-26 13:00:00,0.21323,0.21373,0.20971,0.21189,521824857.0,110508120.68998
2025-08-26 14:00:00,0.21189,0.21449,0.21061,0.21414,380218681.0,80850731.89609
2025-08-26 15:00:00,0.21413,0.21521,0.21186,0.21257,271050957.0,57858656.20457
2025-08-26 16:00:00,0.21257,0.21519,0.21231,0.21517,221952129.0,47455478.43941
2025-08-26 17:00:00,0.21516,0.2156,0.21359,0.21534,260260226.0,55851969.69995
2025-08-26 18:00:00,0.21533,0.2171,0.21525,0.21685,212478280.0,45967267.09268
2025-08-26 19:00:00,0.21686,0.21974,0.2158,0.21932,298620895.0,65085967.74948
2025-08-26 20:00:00,0.21931,0.21942,0.21747,0.21806,214679622.0,46908806.64277
2025-08-26 21:00:00,0.21805,0.21918,0.21723,0.21912,128583420.0,28054081.68187
2025-08-26 22:00:00,0.21912,0.21965,0.21813,0.21906,141268294.0,30916065.21975
2025-08-26 23:00:00,0.21906,0.21996,0.21811,0.21833,157424404.0,34466412.19742
2025-08-27 00:00:00,0.21832,0.2184,0.21631,0.21665,207600920.0,45121558.09219
2025-08-27 01:00:00,0.21665,0.21897,0.216,0.21855,174874968.0,38006925.37431
2025-08-27 02:00:00,0.21856,0.21939,0.21775,0.21869,163800073.0,35820154.30946
2025-08-27 03:00:00,0.21869,0.2218,0.21788,0.22111,302643864.0,66570891.38387
2025-08-27 04:00:00,0.22111,0.22307,0.22073,0.22271,283006172.0,62828802.32314
2025-08-27 05:00:00,0.22272,0.22317,0.22097,0.22117,153513235.0,34076105.45738
2025-08-27 06:00:00,0.22118,0.22128,0.21935,0.21986,218982693.0,48258154.2436
2025-08-27 07:00:00,0.21987,0.22008,0.21804,0.21876,225809347.0,49432967.36717
2025-08-27 08:00:00,0.21876,0.2194,0.2173,0.21917,170878909.0,37318391.88963
2025-08-27 09:00:00,0.21917,0.22116,0.2189,0.2201,224996951.0,49553955.25021
2025-08-27 10:00:00,0.2201,0.22107,0.2194,0.21986,162188338.0,35723911.23742
2025-08-27 11:00:00,0.21986,0.22053,0.21975,0.22025,84684567.0,18645519.3803
2025-08-27 12:00:00,0.22026,0.22029,0.21824,0.21962,199345619.0,43656874.2263
2025-08-27 13:00:00,0.21961,0.22093,0.21765,0.2192,344436636.0,75545270.53658
2025-08-27 14:00:00,0.2192,0.22273,0.21839,0.22018,324532602.0,71697891.84063
2025-08-27 15:00:00,0.22018,0.22217,0.21992,0.22153,242774841.0,53657493.77899
2025-08-27 16:00:00,0.22154,0.22186,0.21935,0.22113,205615025.0,45381278.2492
2025-08-27 17:00:00,0.22112,0.22311,0.22023,0.22238,198026119.0,43901612.9582
2025-08-27 18:00:00,0.22238,0.22329,0.22081,0.22086,211770868.0,47086161.83903
2025-08-27 19:00:00,0.22086,0.22144,0.21852,0.22015,290621837.0,63961519.22968
2025-08-27 20:00:00,0.22014,0.22316,0.21815,0.22275,986858777.0,218074540.58493
2025-08-27 21:00:00,0.22276,0.22382,0.21968,0.22026,321367245.0,71272168.84777
2025-08-27 22:00:00,0.22025,0.22054,0.218,0.21946,225419026.0,49413148.19709
2025-08-27 23:00:00,0.21945,0.22088,0.21834,0.21883,235038428.0,51621296.57565
2025-08-28 00:00:00,0.21884,0.22043,0.21661,0.21916,313110251.0,68386871.13803
2025-08-28 01:00:00,0.21917,0.22164,0.21911,0.221,180781931.0,39868200.84803
2025-08-28 02:00:00,0.22101,0.22149,0.21959,0.21996,109855241.0,24233252.65464
2025-08-28 03:00:00,0.21997,0.22156,0.21982,0.22122,107705549.0,23804436.95366
2025-08-28 04:00:00,0.22122,0.22449,0.22084,0.2241,278596062.0,62116647.74151
2025-08-28 05:00:00,0.22411,0.22546,0.2224,0.22301,255739889.0,57302867.04682
2025-08-28 06:00:00,0.22302,0.22406,0.22283,0.22364,141617577.0,31646407.71969
2025-08-28 07:00:00,0.22364,0.22417,0.22259,0.2239,164271589.0,36684620.76047
2025-08-28 08:00:00,0.22389,0.22601,0.22336,0.22378,398632772.0,89620685.3135
2025-08-28 09:00:00,0.22377,0.22381,0.22239,0.22285,133508077.0,29785764.60018
2025-08-28 10:00:00,0.22285,0.22393,0.22249,0.22384,104501893.0,23336044.79539
2025-08-28 11:00:00,0.22385,0.22397,0.22295,0.22382,86096322.0,19238089.00246
2025-08-28 12:00:00,0.22382,0.22464,0.22305,0.22422,183184411.0,41020825.17088
2025-08-28 13:00:00,0.22423,0.22508,0.22263,0.22328,252586444.0,56553847.307
2025-08-28 14:00:00,0.22328,0.22467,0.22265,0.22423,226911230.0,50770346.55341
2025-08-28 15:00:00,0.22424,0.22475,0.22003,0.22112,397106434.0,88169169.50231
2025-08-28 16:00:00,0.22112,0.22333,0.21945,0.21945,290209717.0,64318836.63948
2025-08-28 17:00:00,0.21945,0.2217,0.21919,0.22135,210660917.0,46476153.8693
2025-08-28 18:00:00,0.22135,0.22316,0.22106,0.22265,150353291.0,33413799.7871
2025-08-28 19:00:00,0.22264,0.22347,0.2195,0.21955,211005971.0,46713111.00066
2025-08-28 20:00:00,0.21956,0.22145,0.21911,0.22106,147343982.0,32466959.04028
2025-08-28 21:00:00,0.22106,0.22221,0.22095,0.22202,77621811.0,17214366.70665
2025-08-28 22:00:00,0.22202,0.22456,0.22202,0.22419,171080694.0,38276669.59062
2025-08-28 23:00:00,0.22419,0.22478,0.22376,0.2243,152788682.0,34272736.08722
2025-08-29 00:00:00,0.2243,0.22538,0.22269,0.22303,267690859.0,59921279.9708
2025-08-29 01:00:00,0.22303,0.22344,0.21935,0.22033,383469130.0,84671482.67218
2025-08-29 02:00:00,0.22033,0.22394,0.22,0.22288,258360241.0,57502794.66614
2025-08-29 03:00:00,0.22288,0.22342,0.22143,0.22248,151633117.0,33725711.04217
2025-08-29 04:00:00,0.22249,0.22286,0.2202,0.22078,212148656.0,46968721.18914
2025-08-29 05:00:00,0.22079,0.22099,0.21984,0.22036,183806580.0,40502364.19858
2025-08-29 06:00:00,0.22036,0.22063,0.21745,0.21794,374911178.0,81984247.92173
2025-08-29 07:00:00,0.21795,0.21799,0.21415,0.21454,497683375.0,107316091.62952
2025-08-29 08:00:00,0.21454,0.21539,0.21236,0.21277,433276169.0,92653991.14421
2025-08-29 09:00:00,0.21276,0.21434,0.2116,0.21402,427902554.0,91226386.2695
2025-08-29 10:00:00,0.21402,0.2157,0.21385,0.21493,274233197.0,58899497.15323
2025-08-29 11:00:00,0.21493,0.21578,0.21422,0.21471,129372287.0,27808332.28871
2025-08-29 12:00:00,0.21471,0.22119,0.21457,0.21892,675798427.0,147465164.38778
2025-08-29 13:00:00,0.21892,0.21914,0.21361,0.21461,630766128.0,136187294.35999
2025-08-29 14:00:00,0.21461,0.21599,0.21207,0.21362,515394515.0,110319917.38159
2025-08-29 15:00:00,0.21363,0.2154,0.21266,0.21316,299901436.0,64280442.61137
2025-08-29 16:00:00,0.21316,0.21424,0.21144,0.21325,300033830.0,63900489.94126
2025-08-29 17:00:00,0.21325,0.21333,0.21053,0.21116,398600076.0,84338752.71255
2025-08-29 18:00:00,0.21116,0.21176,0.20966,0.21034,201119985.0,42331333.38873
2025-08-29 19:00:00,0.21034,0.21286,0.20972,0.21192,262582517.0,55545643.3
2025-08-29 20:00:00,0.21193,0.21292,0.20993,0.21069,353850397.0,74782082.06891
2025-08-29 21:00:00,0.21069,0.21311,0.20967,0.2127,167491300.0,35461303.55196
2025-08-29 22:00:00,0.21271,0.21283,0.21158,0.21252,84569254.0,17943826.08028
2025-08-29 23:00:00,0.21253,0.21445,0.21252,0.2138,176783148.0,37754592.55999
2025-08-30 00:00:00,0.2138,0.21447,0.2132,0.21397,128082352.0,27368572.69775
2025-08-30 01:00:00,0.21396,0.21483,0.21125,0.21153,244718296.0,52155919.68744
2025-08-30 02:00:00,0.21155,0.2159,0.21119,0.21542,324339143.0,69444145.23477
2025-08-30 03:00:00,0.21542,0.21881,0.21534,0.21758,300777866.0,65401144.05828
2025-08-30 04:00:00,0.21758,0.21822,0.21637,0.21646,131666534.0,28598682.50696
2025-08-30 05:00:00,0.21646,0.2175,0.21634,0.21649,137625726.0,29851083.07836
2025-08-30 06:00:00,0.21648,0.2171,0.21622,0.2164,96578304.0,20924884.67654
2025-08-30 07:00:00,0.2164,0.21719,0.21598,0.21719,104791361.0,22686128.29952
2025-08-30 08:00:00,0.21719,0.21758,0.216,0.21625,118062785.0,25595052.45121
2025-08-30 09:00:00,0.21625,0.21633,0.21523,0.21562,134048808.0,28929674.25217
2025-08-30 10:00:00,0.21563,0.21629,0.21493,0.21553,109196008.0,23542302.21327
2025-08-30 11:00:00,0.21554,0.21589,0.21471,0.21581,67983417.0,14640515.6798
2025-08-30 12:00:00,0.21581,0.216,0.21336,0.2147,212532755.0,45583746.7532
2025-08-30 13:00:00,0.21471,0.21533,0.21273,0.21515,230104087.0,49240802.97201
2025-08-30 14:00:00,0.21516,0.21547,0.21421,0.21499,124191975.0,26682640.86533
2025-08-30 15:00:00,0.215,0.21663,0.21451,0.21591,152821781.0,32963884.06577
2025-08-30 16:00:00,0.2159,0.2159,0.21493,0.21525,96204451.0,20722935.58273
2025-08-30 17:00:00,0.21525,0.21596,0.21452,0.21505,65897212.0,14180944.42608
2025-08-30 18:00:00,0.21505,0.21543,0.21446,0.21493,61318436.0,13177195.17626
2025-08-30 19:00:00,0.21493,0.21538,0.21458,0.21531,53088377.0,11414490.30973
2025-08-30 20:00:00,0.21532,0.21536,0.21435,0.21506,50041581.0,10748026.45954
2025-08-30 21:00:00,0.21506,0.21547,0.21471,0.2152,48553181.0,10443694.2928
2025-08-30 22:00:00,0.21521,0.21544,0.21455,0.2153,59469490.0,12786242.90214
2025-08-30 23:00:00,0.21531,0.21604,0.21525,0.21585,67931467.0,14656541.30425
2025-08-31 00:00:00,0.21586,0.21835,0.21583,0.21828,214861008.0,46648282.94741
2025-08-31 01:00:00,0.21829,0.21937,0.21734,0.21912,156976896.0,34284713.73039
2025-08-31 02:00:00,0.21911,0.21945,0.21831,0.21877,104570030.0,22884691.62952
2025-08-31 03:00:00,0.21878,0.2213,0.21864,0.22055,255915791.0,56290179.82255
2025-08-31 04:00:00,0.22056,0.22064,0.21832,0.21876,196818512.0,43209785.6327
2025-08-31 05:00:00,0.21877,0.21885,0.21772,0.21862,130953759.0,28570051.2544
2025-08-31 06:00:00,0.21861,0.21878,0.21701,0.21715,115350543.0,25124327.06403
2025-08-31 07:00:00,0.21715,0.21835,0.21707,0.21788,102727991.0,22381439.93383
2025-08-31 08:00:00,0.21788,0.21924,0.21787,0.21904,114066528.0,24946798.53943
2025-08-31 09:00:00,0.21905,0.21906,0.21737,0.21748,119002717.0,25963096.84842
2025-08-31 10:00:00,0.21748,0.21771,0.21602,0.21684,177572268.0,38487158.18966
2025-08-31 11:00:00,0.21684,0.21833,0.21644,0.21828,160240118.0,34835553.03548
2025-08-31 12:00:00,0.21827,0.21845,0.21675,0.21797,132476775.0,28825163.56063
2025-08-31 13:00:00,0.21796,0.21861,0.2169,0.21758,139741315.0,30426443.80297
2025-08-31 14:00:00,0.21759,0.21786,0.21618,0.21697,141119706.0,30625916.7885
2025-08-31 15:00:00,0.21697,0.21849,0.21688,0.21847,126183762.0,27469308.33914
2025-08-31 16:00:00,0.21848,0.21852,0.21726,0.21791,118219336.0,25767722.55631
2025-08-31 17:00:00,0.21792,0.21797,0.21688,0.21759,89544276.0,19470999.68214
2025-08-31 18:00:00,0.2176,0.21855,0.21744,0.21828,68762291.0,14997339.14313
2025-08-31 19:00:00,0.21827,0.21847,0.21714,0.21725,71490518.0,15559585.31161
2025-08-31 20:00:00,0.21725,0.21794,0.21673,0.21764,72477562.0,15763073.56058
2025-08-31 21:00:00,0.21764,0.21811,0.21698,0.21769,54687398.0,11901714.82672
2025-08-31 22:00:00,0.21769,0.21782,0.21528,0.21601,205579079.0,44515132.07457
2025-08-31 23:00:00,0.21601,0.21601,0.21314,0.21359,303178949.0,64972669.44135
2025-09-01 00:00:00,0.21358,0.21378,0.21083,0.21272,393707086.0,83634334.30196
2025-09-01 01:00:00,0.21272,0.214,0.21154,0.21264,219293561.0,46634381.886
2025-09-01 02:00:00,0.21264,0.2128,0.20869,0.20986,405812928.0,85352418.28449
2025-09-01 03:00:00,0.20987,0.21068,0.20882,0.21033,241032699.0,50570630.38775
2025-09-01 04:00:00,0.21033,0.21065,0.20824,0.20912,222570947.0,46574351.5794
2025-09-01 05:00:00,0.20912,0.21082,0.20805,0.21017,270343912.0,56631565.03174
2025-09-01 06:00:00,0.21017,0.21143,0.20902,0.21076,277619922.0,58389729.07843
2025-09-01 07:00:00,0.21076,0.21799,0.20971,0.2179,818809459.0,175767979.76304
2025-09-01 08:00:00,0.2179,0.2193,0.21609,0.21883,670069465.0,145847769.34315
2025-09-01 09:00:00,0.21882,0.21982,0.21768,0.21794,319880231.0,69965904.84303
2025-09-01 10:00:00,0.21795,0.21859,0.21506,0.21644,371754176.0,80584676.20447
2025-09-01 11:00:00,0.21644,0.21716,0.21521,0.21588,186799835.0,40382095.90327
2025-09-01 12:00:00,0.21587,0.21709,0.21514,0.21609,177982357.0,38515403.60564
2025-09-01 13:00:00,0.21609,0.21687,0.2141,0.21451,307358617.0,66221480.75814
2025-09-01 14:00:00,0.21451,0.21624,0.21398,0.21529,225970341.0,48595267.66815
2025-09-01 15:00:00,0.21529,0.21615,0.21262,0.2133,272753032.0,58387234.69967
2025-09-01 16:00:00,0.21329,0.21341,0.21102,0.21148,293302854.0,62194790.25672
2025-09-01 17:00:00,0.21148,0.2124,0.21006,0.21058,308204507.0,65023607.2385
2025-09-01 18:00:00,0.21058,0.21298,0.21042,0.21263,206803528.0,43797174.80521
2025-09-01 19:00:00,0.21263,0.21322,0.21161,0.21231,160815308.0,34157576.93267
2025-09-01 20:00:00,0.21232,0.21271,0.20654,0.20899,701875536.0,146500268.73069
2025-09-01 21:00:00,0.20898,0.20939,0.20459,0.20643,481762974.0,99653163.82634
2025-09-01 22:00:00,0.20643,0.20772,0.20539,0.20741,248380578.0,51330649.33344
2025-09-01 23:00:00,0.2074,0.211,0.20734,0.21063,289045971.0,60433819.21567
2025-09-02 00:00:00,0.21063,0.21163,0.20935,0.20982,264682665.0,55709210.03101
2025-09-02 01:00:00,0.20982,0.21208,0.2091,0.21049,275840420.0,58068746.77039
2025-09-02 02:00:00,0.21049,0.21293,0.20974,0.21284,188984805.0,39907383.02646
2025-09-02 03:00:00,0.21283,0.2141,0.21215,0.2133,296492356.0,63211536.48428
2025-09-02 04:00:00,0.2133,0.21415,0.2126,0.21408,190222898.0,40592509.36136
2025-09-02 05:00:00,0.21409,0.21436,0.21325,0.21412,125377177.0,26811399.55109
2025-09-02 06:00:00,0.21412,0.21483,0.2138,0.21421,153484989.0,32906601.93719
2025-09-02 07:00:00,0.21422,0.21429,0.2116,0.21217,317948130.0,67690369.09464
2025-09-02 08:00:00,0.21219,0.214,0.21209,0.21317,217067230.0,46258083.53669
2025-09-02 09:00:00,0.21318,0.21399,0.21283,0.21336,119279922.0,25445090.77487
2025-09-02 10:00:00,0.21337,0.2135,0.21252,0.21323,97229640.0,20704569.63762
2025-09-02 11:00:00,0.21324,0.21329,0.21108,0.21145,156111723.0,33102391.61729
2025-09-02 12:00:00,0.21144,0.21176,0.20648,0.20682,680541477.0,142109586.28466
2025-09-02 13:00:00,0.20683,0.21349,0.20671,0.21274,861243796.0,181253264.27086
2025-09-02 14:00:00,0.21274,0.2139,0.21076,0.21281,517701168.0,109972863.79219
